canonical_name,normalized_name,aliases,primary_competition,competition_source,logo_path,country,review_status,confidence,notes
Cordoba,cordoba,cordoba|Cordoba|Córdoba,Segunda Division,CURATED_TEAM_CATALOG,team_logos/cordoba.png,Spain,APPROVED,HIGH,
Sp Gijon,spgijon,Sp Gijon|spgijon,Segunda Division,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=860
Deportivo,deportivo,Deportivo|deportivo,Segunda Division,CURATED_TEAM_CATALOG,team_logos/deportivocoruna.png,Spain,APPROVED,HIGH,
Burgos,burgos,burgos|Burgos,Segunda Division,CURATED_TEAM_CATALOG,team_logos/burgos.png,Spain,APPROVED,HIGH,
Racing Santander,racingsantander,R. Santander|Racing|Racing De Santander|Racing Santander|racingsantander,Segunda Division,CURATED_TEAM_CATALOG,team_logos/segunda/racingsantander.png,Spain,APPROVED,HIGH,
Eldense,eldense,Eldense|eldense,Segunda Division,AUDIT_SUMMARY_COMPETITION,,Spain,APPROVED,HIGH,Logo not confirmed in current assets
Cultural Leonesa,culturalleonesa,Cultural Leonesa|culturalleonesa,Segunda Division,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets
Sociedad B,sociedadb,Sociedad B|sociedadb,Segunda Division,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=196
Ferrol,ferrol,ferrol|Ferrol,Segunda Division,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=170
Ceuta,ceuta,Ceuta|ceuta,Segunda Division,CURATED_TEAM_CATALOG,team_logos/ceuta.png,Spain,APPROVED,HIGH,
CD. Castellón,castellon,Castellon|CD. Castellón|cdcastellon|Castellón|CD Castellón,Segunda Division,CURATED_TEAM_CATALOG,team_logos/castellon.png,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=156
Racing Ferrol,racingferrol,Racing Ferrol|racingferrol,Segunda Division,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=102
FC Andorra,andorra,andorra|FC Andorra|fcandorra,Segunda Division,CURATED_TEAM_CATALOG,team_logos/andorra.png,Spain,APPROVED,HIGH,Logo not confirmed in current assets
R. Sociedad B,rsociedadb,R. Sociedad B|rsociedadb,Segunda Division,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=28
España,espana,espana|España,Selecciones,CURATED_NATIONAL_TEAM,,Spain,APPROVED,HIGH,Logo not confirmed in current assets
España FEM,espanafem,espanafem|España FEM,Selecciones,CURATED_NATIONAL_TEAM,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=10
España S21,espanas21,espanas21|España S21,Selecciones,CURATED_NATIONAL_TEAM,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=4
Villarreal B,villarrealb,Villarreal B|villarrealb,Spanish Reserve/Lower Division,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=238
Sevilla B,sevillab,Sevilla B|sevillab,Spanish Reserve/Lower Division,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=170
Barcelona B,barcelonab,Barcelona B|barcelonab,Spanish Reserve/Lower Division,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=150
Sevilla Ath.,sevillaath,Sevilla Ath.|sevillaath,Spanish Reserve/Lower Division,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=32
RM Castilla,rmcastilla,RM Castilla|rmcastilla,Spanish Reserve/Lower Division,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=20
Athletic Club B,athleticb,Athletic Club B|athleticb,Spanish Reserve/Lower Division,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=16
Murcia B,murciab,Murcia B|murciab,Spanish Reserve/Lower Division,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=6
Betis B,betisb,Betis B|betisb,Spanish Reserve/Lower Division,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=4
Sporting B,sportingb,Sporting B|sportingb,Spanish Reserve/Lower Division,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=4
AT. Madrid B,atmadridb,AT. Madrid B|atmadridb,Spanish Reserve/Lower Division,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Athletic de Bilbao B,athleticbilbaob,Athletic de Bilbao B|athleticbilbaob,Spanish Reserve/Lower Division,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Getafe B,getafeb,Getafe B|getafeb,Spanish Reserve/Lower Division,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Osasuna B,osasunab,Osasuna B|osasunab,Spanish Reserve/Lower Division,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
R.C. Celta B,rcceltab,R.C. Celta B|rcceltab,Spanish Reserve/Lower Division,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Valencia B,valenciab,Valencia B|valenciab,Spanish Reserve/Lower Division,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Sudan,sudan,Sudan|sudan,Selecciones,CURATED_NATIONAL_TEAM,,Sudan,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Surinam,surinam,surinam|Surinam,Selecciones,CURATED_NATIONAL_TEAM,,Suriname,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=4
Linkoping FEM,linkopingfem,Linkoping FEM|linkopingfem,Damallsvenskan,CURATED_TEAM_CATALOG,,Sweden,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Suecia,suecia,Suecia|suecia|Sweden,Selecciones,CURATED_NATIONAL_TEAM,,Sweden,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=74
Suecia FEM,sueciafem,Suecia FEM|sueciafem,Selecciones,CURATED_NATIONAL_TEAM,,Sweden,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Suiza,suiza,suiza|Suiza,Selecciones,CURATED_NATIONAL_TEAM,,Switzerland,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=112
Suiza FEM,suizafem,Suiza FEM|suizafem,Selecciones,CURATED_NATIONAL_TEAM,,Switzerland,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Basel,basel,Basel|basel,Swiss Super League,CURATED_TEAM_CATALOG,,Switzerland,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=78
Young Boys,youngboys,Young Boys|youngboys,Swiss Super League,CURATED_TEAM_CATALOG,,Switzerland,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=48
Zürich,zurich,zurich|Zürich,Swiss Super League,CURATED_TEAM_CATALOG,,Switzerland,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=16
Grasshoppers,grasshoppers,Grasshoppers|grasshoppers,Swiss Super League,CURATED_TEAM_CATALOG,,Switzerland,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=4
Lausanne-Sports,lausannesports,Lausanne-Sports|lausannesports,Swiss Super League,CURATED_TEAM_CATALOG,,Switzerland,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=4
Luzern,luzern,luzern|Luzern,Swiss Super League,CURATED_TEAM_CATALOG,,Switzerland,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=4
Sion,sion,sion|Sion,Swiss Super League,CURATED_TEAM_CATALOG,,Switzerland,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=4
St. Gallen,stgallen,St. Gallen|stgallen,Swiss Super League,CURATED_TEAM_CATALOG,,Switzerland,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=4
Vaduz,vaduz,Vaduz|vaduz,Swiss Super League,CURATED_TEAM_CATALOG,,Switzerland,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=4
Aarau,aarau,aarau|Aarau,Swiss Super League,CURATED_TEAM_CATALOG,,Switzerland,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Lugano,lugano,lugano|Lugano,Swiss Super League,CURATED_TEAM_CATALOG,,Switzerland,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Thun,thun,thun|Thun,Swiss Super League,CURATED_TEAM_CATALOG,,Switzerland,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Tanzania,tanzania,tanzania|Tanzania,Selecciones,CURATED_NATIONAL_TEAM,,Tanzania,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Tailandia FEM,tailandiafem,Tailandia FEM|tailandiafem,Selecciones,CURATED_NATIONAL_TEAM,,Thailand,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Trinidad y Tobago,trinidadytobago,Trinidad y Tobago|trinidadytobago,Selecciones,CURATED_NATIONAL_TEAM,,Trinidad and Tobago,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=4
Túnez,tunez,tunez|Túnez|Tunisia,Selecciones,CURATED_NATIONAL_TEAM,,Tunisia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=12
ES Tunis,estunis,ES Tunis|estunis,Tunisian Ligue Professionnelle 1,CURATED_TEAM_CATALOG,,Tunisia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=6
Turquia,turquia,Turquia|turquia|Turkey,Selecciones,CURATED_NATIONAL_TEAM,,Turkey,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=60
Galatasaray,galatasaray,Galatasaray|galatasaray,Süper Lig,CURATED_TEAM_CATALOG,,Turkey,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=110
Besiktas,besiktas,Besiktas|besiktas,Süper Lig,CURATED_TEAM_CATALOG,,Turkey,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=54
Fenerbahçe,fenerbahce,fenerbahce|Fenerbahçe,Süper Lig,CURATED_TEAM_CATALOG,,Turkey,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=20
Trabzonspor,trabzonspor,Trabzonspor|trabzonspor,Süper Lig,CURATED_TEAM_CATALOG,,Turkey,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=20
Bursaspor,bursaspor,Bursaspor|bursaspor,Süper Lig,CURATED_TEAM_CATALOG,,Turkey,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=12
Estambul,estambul,Estambul|estambul,Süper Lig,CURATED_TEAM_CATALOG,,Turkey,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=10
Samsunpor,samsunpor,Samsunpor|samsunpor,Süper Lig,CURATED_TEAM_CATALOG,,Turkey,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=6
Istanbul,istanbul,Istanbul|istanbul,Süper Lig,CURATED_TEAM_CATALOG,,Turkey,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Uganda,uganda,Uganda|uganda,Selecciones,CURATED_NATIONAL_TEAM,,Uganda,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Ucrania,ucrania,Ucrania|ucrania,Selecciones,CURATED_NATIONAL_TEAM,,Ukraine,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=48
Shakhtar,shakhtar,shakhtar|Shakhtar,Ukrainian Premier League,CURATED_TEAM_CATALOG,,Ukraine,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=158
Dinamo Kiev,dinamokiev,Dinamo Kiev|dinamokiev,Ukrainian Premier League,CURATED_TEAM_CATALOG,,Ukraine,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=90
Metalist Kharkiv,metalistkharkiv,Metalist Kharkiv|metalistkharkiv,Ukrainian Premier League,CURATED_TEAM_CATALOG,,Ukraine,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=6
Dnipro,dnipro,Dnipro|dnipro,Ukrainian Premier League,CURATED_TEAM_CATALOG,,Ukraine,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Kryvbas FEM,kryvbasfem,Kryvbas FEM|kryvbasfem,Ukrainian Premier League,CURATED_TEAM_CATALOG,,Ukraine,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Emiratos Arabes,emiratosarabes,Emiratos Arabes|emiratosarabes,Selecciones,CURATED_NATIONAL_TEAM,,United Arab Emirates,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Al-Ain,alain,Al-Ain|alain,UAE Pro League,CURATED_TEAM_CATALOG,,United Arab Emirates,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=4
Estados Unidos,estadosunidos,Estados Unidos|EEUU|USA|United States|Estados Unidos de América|EUA|United States of America,Selecciones,CURATED_NATIONAL_TEAM,,United States,APPROVED,HIGH,Logo not confirmed in current assets; Actualizado Viewer 2026-06-27: aliases EduardoLosilla/J68-J71.
Estados Unidos FEM,estadosunidosfem,Estados Unidos FEM|estadosunidosfem,Selecciones,CURATED_NATIONAL_TEAM,,United States,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=8
EE.UU FEM,eeuufem,EE.UU FEM|eeuufem,Selecciones,CURATED_NATIONAL_TEAM,,United States,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Columbus Crew,columbuscrew,Columbus Crew|columbuscrew,MLS,CURATED_TEAM_CATALOG,,United States/Canada,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=28
Chicago Fire,chicagofire,Chicago Fire|chicagofire,MLS,CURATED_TEAM_CATALOG,,United States/Canada,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=24
Real Salt Lake,realsaltlake,Real Salt Lake|realsaltlake,MLS,CURATED_TEAM_CATALOG,,United States/Canada,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=24
Seattle Sounders,seattlesounders,Seattle Sounders|seattlesounders,MLS,CURATED_TEAM_CATALOG,,United States/Canada,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=24
LA Galaxy,galaxy,LA Galaxy|lagalaxy,MLS,CURATED_TEAM_CATALOG,,United States/Canada,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=22
Montreal Impact,montrealimpact,Montreal Impact|montrealimpact,MLS,CURATED_TEAM_CATALOG,,United States/Canada,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=22
Orlando City,orlandocity,Orlando City|orlandocity,MLS,CURATED_TEAM_CATALOG,,United States/Canada,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=22
FC Dallas,dallas,FC Dallas|fcdallas,MLS,CURATED_TEAM_CATALOG,,United States/Canada,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=20
Houston Dynamo,houstondynamo,Houston Dynamo|houstondynamo,MLS,CURATED_TEAM_CATALOG,,United States/Canada,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=20
Kansas City,kansascity,Kansas City|kansascity,MLS,CURATED_TEAM_CATALOG,,United States/Canada,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=20
Philadelphia Union,philadelphiaunion,Philadelphia Union|philadelphiaunion,MLS,CURATED_TEAM_CATALOG,,United States/Canada,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=20
Toronto,toronto,Toronto|toronto,MLS,CURATED_TEAM_CATALOG,,United States/Canada,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=20
Los Angeles FC,losangeles,Los Angeles FC|losangeles,MLS,CURATED_TEAM_CATALOG,,United States/Canada,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=18
New York Rb,newyorkrb,New York Rb|newyorkrb,MLS,CURATED_TEAM_CATALOG,,United States/Canada,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=18
Colorado Rapids,coloradorapids,Colorado Rapids|coloradorapids,MLS,CURATED_TEAM_CATALOG,,United States/Canada,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=16
New England,newengland,New England|newengland,MLS,CURATED_TEAM_CATALOG,,United States/Canada,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=16
San José,sanjose,San José|sanjose,MLS,CURATED_TEAM_CATALOG,,United States/Canada,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=16
Vancouver,vancouver,vancouver|Vancouver,MLS,CURATED_TEAM_CATALOG,,United States/Canada,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=16
Atlanta United,atlantaunited,Atlanta United|atlantaunited,MLS,CURATED_TEAM_CATALOG,,United States/Canada,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=14
Dc. United,dcunited,Dc. United|dcunited,MLS,CURATED_TEAM_CATALOG,,United States/Canada,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=14
Minnesota United,minnesotaunited,Minnesota United|minnesotaunited,MLS,CURATED_TEAM_CATALOG,,United States/Canada,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=14
New York City,newyorkcity,New York City|newyorkcity,MLS,CURATED_TEAM_CATALOG,,United States/Canada,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=14
Inter Miami,intermiami,Inter Miami|intermiami,MLS,CURATED_TEAM_CATALOG,,United States/Canada,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=10
Cincinnati,cincinnati,cincinnati|Cincinnati,MLS,CURATED_TEAM_CATALOG,,United States/Canada,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=8
Portland Timb.,portlandtimb,Portland Timb.|portlandtimb,MLS,CURATED_TEAM_CATALOG,,United States/Canada,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=8
Portland Timbers,portlandtimbers,Portland Timbers|portlandtimbers,MLS,CURATED_TEAM_CATALOG,,United States/Canada,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=8
SJ Earthquakes,sjearthquakes,SJ Earthquakes|sjearthquakes,MLS,CURATED_TEAM_CATALOG,,United States/Canada,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=4
Charlotte FC,charlotte,charlotte|Charlotte FC,MLS,CURATED_TEAM_CATALOG,,United States/Canada,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Nashville,nashville,Nashville|nashville,MLS,CURATED_TEAM_CATALOG,,United States/Canada,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Uruguay,uruguay,Uruguay|uruguay,Selecciones,CURATED_NATIONAL_TEAM,,Uruguay,APPROVED,HIGH,Logo not confirmed in current assets
Uzbekistan,uzbekistan,Uzbekistan|uzbekistan,Selecciones,CURATED_NATIONAL_TEAM,,Uzbekistan,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=6
Venezuela,venezuela,Venezuela|venezuela,Selecciones,CURATED_NATIONAL_TEAM,,Venezuela,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=8
Gales,gales,gales|Gales|Wales,Selecciones,CURATED_NATIONAL_TEAM,,Wales,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=76
Zambia FEM,zambiafem,Zambia FEM|zambiafem,Selecciones,CURATED_NATIONAL_TEAM,,Zambia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=8
Zimbabue,zimbabue,zimbabue|Zimbabue,Selecciones,CURATED_NATIONAL_TEAM,,Zimbabwe,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
KSC Lokeren OV,ksclokerenov,KSC Lokeren OV|ksclokerenov,Belgian Lower Division,CURATED_TEAM_CATALOG,,Belgium,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Racing Union FEM,racingunionfem,Racing Union FEM|racingunionfem,Belgian Women Super League,CURATED_TEAM_CATALOG,,Belgium,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Flamengo,flamengo,flamengo|Flamengo,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=70
Palmeiras,palmeiras,Palmeiras|palmeiras,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=64
Corinthians,corinthians,corinthians|Corinthians,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=60
Fluminense,fluminense,Fluminense|fluminense,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=60
Sao Paulo,saopaulo,Sao Paulo|saopaulo,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=54
Atletico Mineiro,atleticomineiro,Atletico Mineiro|atleticomineiro,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=50
Chapecoense,chapecoense,chapecoense|Chapecoense,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=46
Santos,santos,santos|Santos,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=46
Gremio,gremio,Gremio|gremio,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=44
Bahia,bahia,Bahia|bahia,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=40
Botafogo,botafogo,Botafogo|botafogo,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=40
Internacional,internacional,internacional|Internacional,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=36
Cruzeiro,cruzeiro,Cruzeiro|cruzeiro,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=34
América Mineiro,americamineiro,americamineiro|América Mineiro,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=32
Sport Recife,sportrecife,Sport Recife|sportrecife,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=32
Ceara,ceara,Ceara|ceara,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=28
At. Goianiense,atgoianiense,At. Goianiense|atgoianiense,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=26
Vasco da Gama,vascodagama,Vasco da Gama|vascodagama,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=26
Fortaleza,fortaleza,fortaleza|Fortaleza,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=22
Ponte Petra,pontepetra,Ponte Petra|pontepetra,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=20
Bragantino,bragantino,Bragantino|bragantino,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=18
Coritiba,coritiba,coritiba|Coritiba,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=18
Santa Cruz,santacruz,Santa Cruz|santacruz,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=18
Vitória,vitoria,vitoria|Vitória,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=18
Juventude,juventude,Juventude|juventude,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=16
Avaí,avai,avai|Avaí,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=14
Figueirense,figueirense,Figueirense|figueirense,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=14
Cuiabá,cuiaba,cuiaba|Cuiabá,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=12
Brasil de Pelotas,brasilpelotas,Brasil de Pelotas|brasilpelotas,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=6
Goiás,goias,goias|Goiás,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=6
Londrina,londrina,Londrina|londrina,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=6
Náutico,nautico,nautico|Náutico,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=6
Oeste,oeste,oeste|Oeste,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=6
Crb,crb,Crb|crb,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Csa,csa,Csa|csa,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Joinville,joinville,Joinville|joinville,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Parana,parana,Parana|parana,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Paysandu,paysandu,Paysandu|paysandu,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
